DscConjuntoUnidadeConsumidora,DscTipoInterrupcao,IdeMotivoInterrupcao,DatInicioInterrupcao,DatFimInterrupcao,DscFatoGeradorInterrupcao,NumAno
NOVO BANDEIRANTES,NAPSo Programada,0,2024-02-23 08:37:25,2024-02-23 17:00:21,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-18 12:07:53,2024-01-18 13:23:53,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;VENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-18 12:34:49,2024-01-18 12:39:19,INTERNA;NAO PROGRAMADA;NAO CLASSIFICADA;,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-01-26 13:21:11,2024-01-27 20:39:52,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-03-03 12:38:31,2024-03-03 18:13:45,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-05-03 23:53:44,2024-05-04 03:25:55,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-28 01:03:50,2024-06-30 06:50:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-03 09:09:48,2024-06-03 11:50:12,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-30 12:19:11,2024-07-30 15:10:12,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-30 11:26:01,2024-07-31 16:02:53,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-30 10:45:33,2024-07-31 00:40:45,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-27 10:43:41,2024-06-27 16:29:41,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-27 10:33:06,2024-06-27 16:13:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-23 07:42:16,2024-07-23 11:23:11,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-26 23:53:14,2024-06-27 10:29:03,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,Programada,0,2024-07-03 23:00:38,2024-07-04 03:59:38,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-03 15:26:13,2024-07-04 11:05:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,Programada,0,2024-07-13 09:19:31,2024-07-13 13:53:31,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-21 10:41:16,2024-06-21 13:23:14,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-22 11:27:05,2024-07-22 23:30:21,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-03 12:54:00,2024-07-03 13:25:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-31 18:47:14,2024-08-01 11:32:59,INTERNA;NAO PROGRAMADA;TERCEIROS;OBJETO NA REDE,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-15 16:16:05,2024-07-16 09:44:04,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,6,2024-07-25 11:02:35,2024-07-25 15:14:15,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-30 23:59:21,2024-07-31 09:49:12,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-23 16:21:33,2024-07-24 00:06:51,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-31 03:01:00,2024-07-31 06:30:26,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-26 13:47:07,2024-07-26 19:03:19,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,Programada,0,2024-07-06 09:00:09,2024-07-06 13:50:26,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-23 00:31:58,2024-06-23 01:55:06,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-26 15:45:27,2024-07-26 19:00:35,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-22 15:26:00,2024-06-22 16:18:47,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-22 19:12:16,2024-06-23 01:55:20,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-06 01:31:09,2024-07-06 05:11:40,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-15 14:06:00,2024-07-15 15:08:03,INTERNA;NAO PROGRAMADA;NAO CLASSIFICADA;,2024
NOVO BANDEIRANTES,Programada,0,2024-07-06 15:57:26,2024-07-06 17:09:39,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-30 11:26:11,2024-06-30 13:28:33,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;ERRO DE OPERACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-17 16:06:37,2024-07-18 11:59:26,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;ERRO DE OPERACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-18 15:33:05,2024-07-18 23:19:11,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;SERVICO MAL EXECUTADO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-30 14:44:00,2024-06-30 15:39:16,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-22 12:52:53,2024-06-22 19:07:00,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,Programada,0,2024-06-21 23:00:00,2024-06-22 03:00:20,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,Programada,0,2024-06-22 09:07:11,2024-06-22 13:36:16,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-29 03:54:54,2024-06-29 06:09:18,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-17 11:01:28,2024-07-17 21:46:01,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-29 15:40:00,2024-06-29 16:22:35,INTERNA;NAO PROGRAMADA;NAO CLASSIFICADA;,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-29 08:29:00,2024-06-29 09:24:36,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-06-29 10:19:31,2024-06-29 16:06:41,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-09 06:31:00,2024-07-09 06:45:38,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-09 07:21:19,2024-07-09 21:44:23,INTERNA;NAO PROGRAMADA;TERCEIROS;INTERFERENCIA DE TERCEIROS,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-02 17:20:00,2024-07-02 18:59:16,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-20 09:43:33,2024-07-20 11:55:14,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,Programada,0,2024-07-20 09:01:50,2024-07-20 14:49:57,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-11 11:16:57,2024-07-12 04:24:29,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;SOBRECARGA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-12 09:10:27,2024-07-12 20:10:34,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,Programada,0,2024-07-18 23:19:42,2024-07-19 04:16:10,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,Programada,0,2024-07-18 23:20:05,2024-07-19 04:12:47,INTERNA;PROGRAMADA;ALTERACAO;PARA MELHORIA,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-19 10:02:15,2024-07-19 13:54:55,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-10 13:11:21,2024-07-11 02:33:33,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-19 17:04:17,2024-07-20 10:22:46,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-19 19:07:02,2024-07-20 03:13:30,INTERNA;NAO PROGRAMADA;FALHA OPERACIONAL;ERRO DE OPERACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-19 16:05:11,2024-07-20 09:28:47,INTERNA;NAO PROGRAMADA;MEIO AMBIENTE;ARVORE OU VEGETACAO,2024
NOVO BANDEIRANTES,NAPSo Programada,0,2024-07-27 23:03:35,2024-07-27 23:40:01,INTERNA;NAO PROGRAMADA;PROPRIAS DO SISTEMA;FALHA DE MATERIAL OU EQUIPAMENTO,2024
