eq_nome,eq_enderec,eq_bairro,eq_cep,eq_horario,eq_telefon,eq_regiao,eq_distrit,eq_subpref,eq_esfera,eq_classe,eq_rede,eq_tipo,geometry,Latitude,Longitude
ESC PART JULIA MOTA,"JOAO FERNANDES CAMISA NOVA JUNIOR, 850",JARDIM SAO LUIS,05844-000,,55101407,SUL,46,18,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (322351.228684 7382721.269318),-23.656480493028067,-46.741826036444685
ESC PART ESCOLA LAPIS SUL,"FELIX FAGUNDES, 27",JARDIM NOVA GERMANIA,05849-300,,55112800,SUL,19,17,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320874.07847 7383258.94285),-23.651462736521577,-46.75623923063597
ESC PART JB MONTEIRO LOBATO E E I,"ANACE, 166",JARDIM UMARIZAL,05755-090,,,SUL,17,17,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320758.068039 7386920.578862),-23.61839095804221,-46.75693491535556
ESC PART CASTELO DOS SONHOS E R I,"JUANA SAMARY, 262",JARDIM DUPRAT,05853-320,,55110562,SUL,46,18,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (321209.876646 7382354.377933),-23.659666807895324,-46.75305697058708
ESC PART DELEONI C E,"CRISTIANO CLEMENTE DA SILVA, 471",JARDIM THOMAZ,05833-000,,55140081,SUL,46,18,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320741.414148 7381002.197104),-23.671822833885706,-46.757811884741045
ESC PART SONHO DE CRIANCA E E I,"DO CAMPO LIMPO, 1296",VILA PREL,05777-000,,41759225,SUL,17,17,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320107.074959 7383928.946483),-23.645328312925475,-46.76367544362887
ESC PART PONTES E E I,"DIOGO CORREIA DE SANDE, 425",JARDIM LIDIA,05862-160,,41059100,SUL,19,17,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320025.645758 7381248.20394),-23.6695220087284,-46.764798305371265
ESC PART DESTINO AO SABER,"CIRO FERRI, 2",VILA REMO,05864-020,,55141779,SUL,43,18,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320197.304395 7380453.826962),-23.676713102711453,-46.76321191423868
ESC PART CASINHA DOS SONHOS N D I UNID II,"REMO SARTI, 219",VILA REMO,05864-180,,58919408,SUL,43,18,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320503.25222 7380498.893223),-23.67634034456184,-46.7602073260696
ESC PART CRESCER E APRENDER,"ITAJAIMIRIM, 161",PARQUE MARIA HELENA,05855-250,,55112759,SUL,19,17,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (320153.635907 7381848.802306),-23.664113866908572,-46.76347095818537
ESC PART TRAVESSIA,"ZULMIRA CAVALHEIRO FAUSTINO, 78",VILA NOVA DAS BELEZAS,05777-190,,55114160,SUL,46,18,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (321914.747883 7384073.465795),-23.64422406399806,-46.745942077066665
ESC PART ASSOCIACAO MOACYR NOGUEIRA DA GAMA,"SERRA DE TUMUCUMAQUE, 680",JARDIM AMALIA,05890-260,,58219314,SUL,19,17,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (317563.260425 7381621.197019),-23.66587766185131,-46.788889117497774
ESC PART O SER EM EVOLUCAO,"IVIRAPEMA, 3",PARQUE BOLOGNE,04941-010,,58326714,SUL,43,18,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (318691.589495 7378083.45791),-23.697944716215268,-46.778261826706085
ESC PART SEMENTINHA DO SABER,"FRANCISCO DIOGO, 295",PARQUE PERUCHE,02538-000,,38585081,NORTE,21,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331051.947103 7400120.376878),-23.5003191727452,-46.65457432324969
ESC PART CORUJINHA FELIZ BABY E E I,"PROFESSORA IDA KOLB, 66",JARDIM DAS LARANJEIRAS,02518-000,,39668534,NORTE,21,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330259.503008 7399043.505675),-23.509959685464985,-46.66245454733199
ESC PART FREITAS MOURA COLEGIO,"ENGENHEIRO CAETANO ALVARES, 1689",LIMAO,02546-000,,39650019,NORTE,50,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329970.4229 7400104.972954),-23.500345416821244,-46.66516440126157
ESC PART PRIMEIRO MUNDO,"MINISTRO PETRONIO PORTELA, 1112",MOINHO VELHO,02959-000,,39759318,NORTE,29,03,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (326543.079541 7401190.840573),-23.490178900705132,-46.698592666860876
ESC PART RL KIDS PRIMEIRA INFANCIA,"PLINIO ROCHA PINTO, 99",BRASILANDIA,02835-090,,39259151,NORTE,11,03,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (327043.460387 7403245.902673),-23.471677214305842,-46.6934573188518
ESC PART COLEGIO BARTOLOMEU BARBOSA,"SILVIO BUENO PERUCHE, 305",JARDIM ONDINA,02871-050,,34269776,NORTE,11,03,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (328810.811478 7404249.483451),-23.462802805480525,-46.676044087152135
GOYA E E I,"RUA RIBEIRO DE MORAIS, 369",VILA ALBERTINA,02731-030,,,NORTE,29,03,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (327419.783227 7399913.115619),-23.501808716825845,-46.69015751815917
ESC PART MAPLE BEAR CANADENSE,"RUA JAGUARETE, 63",CASA VERDE,02515-010,,33960583,NORTE,21,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330979.869922 7399022.690822),-23.510222768944946,-46.6554038446982
ESC PART BRINCANDO E CRIANDO,"RUA EMBAIXADOR JOAO CARLOS MUNIZ, 68",JARDIM DAS LARANJEIRAS,02517-110,,38568010,NORTE,21,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330220.958039 7399086.74669),-23.509565230852814,-46.66282703436148
ESC PART PEDRITA E E I,"ANTONIO FRANCO VELASCO, 41",VILA DIVA,02554-020,,38588052,NORTE,50,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329346.968029 7399997.027721),-23.50125468145748,-46.671280416441874
ESC PART TINDOLELE E E I,"DEPUTADO CANTIDIO SAMPAIO, 694",VILA SOUZA,02860-001,,38514914,NORTE,11,03,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (328863.41856 7403372.933905),-23.470722730731456,-46.67562914400346
BRINCANDO E CRIANDO ESCOLA DE RECREACAO E EDUCACAO INFANTIL,"RUA EMBAIXADOR JOAO CARLOS MUNIZ, 70",JARDIM DAS LARANJEIRAS,02517-110,,38568010,NORTE,21,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330323.896821 7399077.779965),-23.509656951593005,-46.66182019038259
ESC PART COLEGIO ATENA E E I,"FRANCISCO PEDROSO, 222",MOINHO VELHO,02960-010,,39350881,NORTE,29,03,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (326396.754341 7400317.756896),-23.49804624927713,-46.700126212850265
ESC PART TURMA DO TINTINO,"RUA GENERAL ISIDORO DIAS LOPES, 413",VILA AMALIA ZONA NORTE,02618-290,,22311696,NORTE,13,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331631.681628 7403914.131671),-23.466125039246105,-46.648472640535935
ESC PART CABANINHA C E I,"ROZO LAGOA, 99",IMIRIM,02471-210,,22386757,NORTE,51,05,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331297.710989 7401986.914248),-23.483491543980893,-46.65195815717776
ESC PART FUTUROS GENIOS,"DEPUTADO CANTIDIO SAMPAIO, 255",VILA SOUZA,02860-001,,39858286,NORTE,11,03,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329217.743632 7403111.94922),-23.473116407901752,-46.67219073376868
ESC PART ESTRELA DO AMANHA E E I,"CLAVASIO ALVES DA SILVA, 479",VILA SIQUEIRA ZONA NORTE,02722-030,,947653885,NORTE,50,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (328667.995235 7400198.459272),-23.49936448926154,-46.677904653337585
ESC PART TIA LENITA,"VENTURA RANGEL, 144",VILA CARBONE,02752-050,,39361543,NORTE,50,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (328002.379482 7400874.812724),-23.493187390605527,-46.68434341338824
ESC PART GILEADE,"DEPUTADO EMILIO CARLOS, 418",LIMAO,02721-000,,38584685,NORTE,50,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329127.740917 7400037.995113),-23.500861741357745,-46.67342202165184
ESC PART ARTESCOLA LTDA - CLUBE DO MICKEY E E I,"MADALENA MADUREIRA, 281",SITIO DO MORRO,02551-040,,38584081,NORTE,50,04,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329455.450495 7399877.780863),-23.502342755970567,-46.67023192543638
ESC PART PAPA CAPIM E E I,"SERRA DOS CRISTAIS, 119",VILA MINERVA,08441-310,,25525572,LESTE,96,28,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (355769.04093 7395894.523888),-23.540861758918318,-46.41297945764271
ESC PART HAPPY DAY E I,"MARIA DA CONCEICAO MACIEL DE BARROS, 135",VILA VERA,04295-030,,29463310,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336437.22678 7386294.507471),-23.625707545940784,-46.60336511978435
ESC PART PETIT KIDS CULTURAL CENTER,"ITARARE, 101",BELA VISTA,01308-030,,36287927,CENTRO,7,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331266.841962 7394071.474781),-23.554957434273742,-46.65315273473731
ESC PART TALK KIDS,"BENTO DE ANDRADE, 272",JARDIM PAULISTA,04503-001,,30512210,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330010.010699 7390996.34362),-23.582591293207567,-46.66581267005419
CENTRO DE RECREACAO INFANTIL RUMO DO GIRASSOL,"ENGENHEIRO SAMPAIO COELHO, 97",VILA MONUMENTO,04261-080,,25913990,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (335587.013918 7391374.035254),-23.579757316407974,-46.61113639550461
ESC PART PACTO BERCARIO ESCOLA E I UNIDADE I,"CARLOS STEINEN, 59",PARAISO,04004-010,,30514438,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331711.551443 7391947.495797),-23.57418117436781,-46.64903655230446
ESCOLA INICIATIVA,"CARAMURU, 1072",SAUDE,04138-002,,55874208,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333186.82717 7387619.152759),-23.613414779886394,-46.63506953175987
ESC PART ESCOLA RAIO DE LUZ,"CIPRIANO BARATA, 2563",IPIRANGA,04205-002,,23643119,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336292.331435 7389986.64423),-23.592355869748783,-46.60437918893125
ESC PART RAINBOW SCHOOL,"ALABASTRO, 512",ACLIMACAO,01531-010,,33417042,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333714.37239 7392186.4396),-23.572230695942824,-46.62939074275826
ESC PART CEI SAO MIGUEL,"EDUARDO PRADO, 108",CAMPOS ELISEOS,01218-011,,33376946,CENTRO,69,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331881.572797 7396974.48277),-23.528809859367257,-46.646805375682085
EEI LITTLE BABY,"RUA MANUEL SILVA NETO, 191",PARQUE SAO LUCAS,03237-000,,22119628,LESTE,72,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341586.791173 7390202.572599),-23.590933394976382,-46.55248415217172
ESC PART SALAME MINGUE BERCARIO N E I,"DOUTOR SABOIA DE MEDEIROS, 297",VILA MARIANA,04120-110,,50817780,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333944.321698 7389476.019566),-23.5967269902263,-46.627440049343186
ESC PART CASINHA DA ABELHA JARDIM ESCOLA,"DOS CICLAMES, 293",VILA LUCIA,03146-010,,23414226,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (339101.354836 7390025.95071),-23.592282844388176,-46.576853928637206
ESC PART PLANETA CRIANCA E E I,"BASILIO DA CUNHA, 891",VILA DEODORO,01544-001,,25911001,CENTRO,14,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334801.215459 7391669.288278),-23.57701140796766,-46.61880161263268
ESC PART ATELIE CARAMBOLA ESCOLA DE INFANCIA,"SAO SAMUEL, 165",VILA MARIANA,04120-030,,50840111,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333315.033257 7389659.065233),-23.595009513825246,-46.63358501768825
ESC PART MUTSUMI YOTIEN,"ECA DE QUEIROZ, 203",VILA MARIANA,04011-050,,59043131,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332357.830833 7391409.626479),-23.57910468269966,-46.64276620950843
ESC PART SUMIRE ESCOLA,"YTAIPU, 515",MIRANDOPOLIS,04052-010,,22765187,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332355.99693 7387578.354875),-23.613697156378173,-46.643215163071254
ESC PART PROGRESSO EIRELI - ME B E I,"BOSQUE DA SAUDE, 2146",SAUDE,04142-082,,39388877,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334881.067088 7387744.799569),-23.612454325269397,-46.61845416801161
ESCOLA CASTELO BERCARIO E EDUCACAO INFANTIL,"RUA GENERAL LECOR, 276",IPIRANGA,04213-020,,25018996,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336307.639774 7390029.638683),-23.59196921327708,-46.604224487278806
ESC PART PEQUENOS CRIADORES E I,"ANGATURAMA, 1121",VILA MORAES,04164-010,,33682296,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336031.308811 7385723.356361),-23.63082339081929,-46.60740597003571
ESC PART CATURAMA I E,"CALOGERO CALIA, 160",VILA SANTO ESTEFANO,04152-100,,50587499,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334126.00463 7386328.330813),-23.625166401915767,-46.6260106452133
ESC PART PROJETO EDUCAR N E I,"COELHO BARRADAS, 140",PARQUE DA VILA PRUDENTE,03139-050,,23457340,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (338878.157468 7390775.692133),-23.585490967572518,-46.578959656964535
ESC PART CLUBE ESCOLA IPE MIRIM,"IPE, 103",VILA CLEMENTINO,04022-005,,55756484,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331445.7 7389796.9),-23.59357125300434,-46.651883826501816
ESC PART SAFE STEP - UNIDADE BABY,"HEITOR PEIXOTO, 172",CAMBUCI,01543-000,,23098918,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334098.975802 7391886.489521),-23.574978443421834,-46.62565664001142
ESC PART SAFE STEP - UNIDADE KIDS,"APORA, 51",CAMBUCI,01543-030,,26159274,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334013.124353 7392146.107886),-23.572625514346676,-46.626468750855956
ESCOLA NOVA CASTELO BERCARIO E EDUCACAO INFANTIL,"R. SIMPLICIO MENDES, 100",VL. IVG,03249-050,,26199513,LESTE,72,29,FEDERAL,REDE_PRIVADA,SEM REDE,PRIVADA COMUNITARIA,POINT (343628.516517 7388935.481353),-23.60257328937219,-46.53261335211568
ESC PART NOVO EDUCAR SCHOOL,"DONA ANA NERI, 1100",CAMBUCI,01522-000,,23849459,CENTRO,14,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334874.566473 7393166.25668),-23.563502507150982,-46.61791743062171
ESC PART BERCARIO CONCEITO,"ITAGUABA, 208",SANTA CECILIA,01233-050,,36620665,CENTRO,26,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330146.241918 7395551.150036),-23.541480378166863,-46.66395996457591
ESC PART FLORESCER ESCOLA,"GONCALVES LEDO, 338",IPIRANGA,04216-030,,22728223,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336497.344991 7389442.189638),-23.597292604332402,-46.60243034097849
ESC PART CRIANDO E APRENDENDO N R I,"LACERDA FRANCO, 1538",CAMBUCI,01536-001,,50824410,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334114.79511 7391762.733658),-23.576097472733203,-46.625515435521926
ESC PART GIRASSOL,"BAMBORE, 137",IPIRANGA,04278-060,,32275854,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (335919.970568 7389227.969942),-23.59916834957752,-46.608110839088404
ESC PART TTWICE E E I,"CANARIO, 762",MOEMA,04521-003,,50511338,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329805.28713 7388857.448297),-23.60188168865586,-46.668062406072956
ESC PART BERCARIO PLAYTECA,"OUVIDOR PELEJA, 220",VILA MARIANA,04128-000,,34739584,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333228.410164 7388769.988441),-23.603028115255363,-46.63453320175451
ESC PART PLAYCARE,"PINTASSILGO, 313",VILA UBERABINHA,04514-031,,26110305,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329366.614904 7388783.732),-23.602501024667422,-46.6723688137111
ESC PART -CASINHA PEQUENINA E E I,"RUA DAS MIMOSAS, 429",VILA LUCIA,03144-010,,23413142,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (339780.719533 7389626.311374),-23.595958771291517,-46.57024086195256
ESC PART -AVANTE E E I,"RUA LEONARDO VILAS BOAS, 129",PARQUE SAO LUCAS,03240-000,,29186035,LESTE,72,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342118.699969 7389864.786675),-23.594035425172294,-46.54730858684167
ESC PART FADELITO SAUDE,"GENERAL CHAGAS SANTOS, 301",VILA DA SAUDE,04146-050,,50719986,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333453.469783 7387131.235781),-23.617847715018,-46.632511364224925
ESC PART LA VIDA - BERCARIO E EDUCACAO INFANTIL,"DAS CORRIDAS, 26",VILA MOINHO VELHO,04286-050,,930666059,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336574.767885 7388380.775115),-23.606884163326296,-46.601788211570046
ESC PART -MEU LIMAO MEU LIMOEIRO U E,"RUA COSTA AGUIAR, 2195",IPIRANGA,04204-002,,20619292,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336173.617695 7389859.045439),-23.593495964694416,-46.60555628535559
ESC PART PIAGET KIDS,"PADRE MACHADO, 130",BOSQUE DA SAUDE,04127-000,,27378333,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333137.518736 7388901.170423),-23.60183428650855,-46.63540905641825
ESC PART ALEXANDRA COLEGIO,"MARECHAL PIMENTEL, 380",SACOMA,04248-100,,29462249,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (337134.299837 7387820.341123),-23.612000925782947,-46.59636699061164
ESC PART HAPPY DAY ESCOLA,"SANTA CRUZ, 1971",VILA MARIANA,04121-002,,25323433,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334744.49094 7388866.620875),-23.602311302334993,-46.61966796329323
ESC PART FAGUNDES FILHO COLEGIO,"GUILHOBEL, 41",VILA MONTE ALEGRE,04304-020,,23592220,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332947.395258 7386159.31734),-23.626570936521855,-46.637579505683334
ESC PART BAOBA BRASIL ESCOLA,"LORD COCKRANE, 360",IPIRANGA,04213-001,,29140811,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336304.489649 7389897.869267),-23.593158667879035,-46.60426982087086
ESC PART ESPACO JACARANDA,"EUGENIO KUSNET, 6",VILA SANTA TERESA ZONA SUL,04187-310,,39381591,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (337357.811539 7384219.293858),-23.64453804968635,-46.59457054653449
ESC PART SAO FELIPE NERY COLEGIO,"SAO LUCAS, 483",PARQUE SAO LUCAS,03239-000,,32948565,LESTE,72,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341959.380448 7389566.211857),-23.596715828978862,-46.54890121010924
ESC PART ESPACO CIRANDAR,"RUA ARAGUARI, 442",VILA UBERABINHA,04514-041,,55320870,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329398.840438 7389064.3248),-23.599970983983813,-46.67202094781957
ESC PART AVIVA KLABIN U E,"GARAPEBA, 25",JARDIM VILA MARIANA,04116-210,,55053918,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334413.556057 7389919.360092),-23.592772131978013,-46.622793464464884
ESC PART SOL CONFORTO N E,"DAS GIESTAS, 744",VILA BELA,03147-000,,23230033,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (339488.399983 7389552.159826),-23.59659932188043,-46.57311291002924
ESC PART COLEGIO ITATIAIA - BELA VISTA,"DOS FRANCESES, 471",MORRO DOS INGLESES,01329-010,,35411323,CENTRO,7,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331856.354033 7393270.378704),-23.5622518568925,-46.647469080631225
ESC PART RECANTO INFANTIL SNC LTDA ME U E,"RUA MATA MACHADO, 266",VILA CALIFORNIA,03215-000,,23719132,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341016.020249 7388395.764613),-23.607191788682172,-46.55826901383362
ESC PART FADELITO MOEMA U E,"INHAMBU, 891",VILA UBERABINHA,04520-013,,55617068,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329695.383925 7388786.295472),-23.602512546932527,-46.66914733587681
ESC PART BC MOEMA COLEGIO,"DOS TUPINIQUINS, 765",PLANALTO PAULISTA,04077-001,,55427997,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330801.597113 7387858.487663),-23.61100583065857,-46.65841433139648
ESC PART CORA CORUJITA BERCARIO E MATERNAL,"RUA PIRITUBA, 121",MIRANDOPOLIS,04052-120,,997714913,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332770.312999 7387781.119458),-23.611909323644333,-46.63913263333073
ESC PART FADELITO INDIANOPOLIS U E,"AVENIDA INDIANOPOLIS, 977",INDIANOPOLIS,04062-001,,38058566,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331373.028308 7388320.455683),-23.606894464992152,-46.65276289854552
ESC PART NOVA ESCOLA DO BOSQUE B E I,"BERTIOGA, 547",CHACARA INGLESA,04141-100,,26454771,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333415.586667 7387712.147906),-23.612598722363547,-46.63281757980436
ESC PART ESCOLA VIVART,"CORONEL LISBOA, 124",VILA MARIANA,04020-040,,,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332706.013477 7390038.859638),-23.59151744520117,-46.63950915405548
ESC PART COLEGIO MOR,"JUREMA, 495",INDIANOPOLIS,04079-001,,30627070,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330863.397606 7388079.858394),-23.609013555811753,-46.657783641990775
ESC PART COLEGIO METROPOLITANO SAO PAULO,"APENINOS, 970",PARAISO,04104-020,,55737321,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332675.576167 7391750.126064),-23.576063171461357,-46.63961534604324
ESC PART HIGIENOPOLIS ESCOLA,"ANGELICA, 1143",HIGIENOPOLIS,01227-100,,32593380,CENTRO,26,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330959.253976 7395396.04424),-23.542965803064494,-46.65601548062883
ESC PART BERGAMO ESCOLINHA,"MANOEL DUTRA, 578",BELA VISTA,01328-010,,31150654,CENTRO,7,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331722.363561 7394038.203043),-23.55530521977204,-46.64869497463682
E E I CRIANCA FELIZ DO BOSQUE SC LTDA,"RUA DAS ORQUIDEAS, 391",MIRANDOPOLIS,04050-000,,50719587,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332357.809382 7388371.034919),-23.606540226254527,-46.64310816658843
ESC PART EVOLUCAO UNIDADE I,"ITAGUABA, 180",SANTA CECILIA,01233-050,,36666025,CENTRO,26,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330158.568845 7395563.079251),-23.541373960662394,-46.66383788884744
ESC PART CAXINGUELE BERCARIO E ESC ED INF,"TRES DE MAIO, 72",VILA CLEMENTINO,04044-020,,55797799,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332421.058969 7389062.723217),-23.600301515175207,-46.6424106280188
ESC PART NOSSA SENHORA AUXILIADORA INSTITUTO - UNID II,"DOM LUIS LASANHA, 220",IPIRANGA,04266-030,,20632279,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,PRIVADA COMUNITARIA,POINT (335535.068792 7390111.466364),-23.591152003601053,-46.611784519385964
ESC PART DOCE FOLIA E E R I,"BARRA DO TIBAJI, 121",BOM RETIRO,01128-000,,33315530,CENTRO,9,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332608.17691 7397709.612247),-23.522247417824758,-46.63960793623268
ESC PART PEQUENOS PENSADORES ESCOLA,"DOUTOR FABRICIO VAMPRE, 302",VILA MARIANA,04014-020,,961125075,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332634.451107 7390888.671077),-23.58383704999317,-46.640114861569685
ESC PART PEQUENO REINO PRODUTOS INF E CENTRO DE RECR,"JOAO LOURENCO, 229",VILA NOVA CONCEICAO,04508-030,,38428729,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329905.258514 7389998.9505),-23.59158567896345,-46.66695262925127
ESC PART MINIATURA ESC INF,"GAIVOTA, 1476",INDIANOPOLIS,04522-033,,55312058,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329444.456278 7388223.66587),-23.607566013224922,-46.67167027406711
ESC PART BABY MATER E E I,"ZELINA, 1160",VILA ZELINA,03143-002,,23413380,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (339516.462645 7390212.234551),-23.59064206507671,-46.5727668868447
ESC PART PASSINHO INICIAL E E I,"CAPITAO MACEDO, 356",VILA CLEMENTINO,04021-020,,55499455,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332348.436632 7389911.501311),-23.592630344370587,-46.64302667342436
ESC PART NANA NENEM BERCARIO E MATERNAL,"ITACIRA, 2249",PLANALTO PAULISTA,04061-002,,25772194,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332134.066124 7386729.508983),-23.621338338951396,-46.64548551720323
ESC PART YPE RECR INF,"DO RENO, 90",VILA MOINHO VELHO,04284-070,,22738884,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336685.891181 7388061.857202),-23.609774970684335,-46.60073435591063
