eq_nome,eq_enderec,eq_bairro,eq_cep,eq_horario,eq_telefon,eq_regiao,eq_distrit,eq_subpref,eq_esfera,eq_classe,eq_rede,eq_tipo,geometry,Latitude,Longitude
ESC PART SO TOQUINHO E E I,"ACOCE, 643",INDIANOPOLIS,04075-023,,50528338,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331159.337049 7388568.023409),-23.604636876393666,-46.654828609106985
ESC PART JACARANDA BERCARIO E E I,"ITAGUABA, 154",SANTA CECILIA,01233-050,,912407340,CENTRO,26,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330152.735863 7395600.205101),-23.54103814040058,-46.66389079411008
ESC PART ESPACO ABERTO EDUC INFANTIL,"AUREA, 296",VILA MARIANA,04015-070,,45644002,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332062.503838 7390524.37215),-23.587067054779336,-46.64575894935709
ESC PART A DOCE VIDA EDUCACAO INFANTIL,"ANTONIO TAVARES, 191",CAMBUCI,01542-010,,32778090,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334197.00763 7392305.65971),-23.57120374162103,-46.624649754597144
ESC PART CRIAR-TE LTDA-ME ESCOLA INFANTIL,"NOSSA SENHORA DA SAUDE, 242",JARDIM PREVIDENCIA,04159-000,,50732092,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334962.347017 7386578.543365),-23.622992894386503,-46.617787037258445
ESC PART PATOTINHA ALEGRE E E I,"IRAJUBA, 181",VILA DIVINA PASTORA,03265-040,,22162475,LESTE,72,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342835.245708 7389867.060386),-23.594084688492437,-46.54028784805043
ESC PART LAPIS MAGICO NUCLEO DE RECR E ED INF,"PROFESSOR RAUL PEDERNEIRAS, 101",VILA MARTE,04250-040,,23512767,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336712.7239 7386995.108674),-23.61940956639599,-46.600588433883736
ESC PART TUPINIQUIM NUCL DE RECR INF,"NOVA PATRIA, 254",BOSQUE DA SAUDE,04151-050,,50730134,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334114.405216 7387053.926084),-23.618613755489797,-46.62604343343871
ESC PART MEU MEL NUCL RECR,"CARLOS MAURO, 142",SAO JOAO CLIMACO,04240-150,,29484632,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (338111.081918 7386997.381395),-23.619529796907848,-46.58688518452861
ESC PART NOSSO CANTINHO NUCL DE RECR INF,"OUVIDOR PELEJA, 820",VILA MARIANA,04128-000,,55849290,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333821.12858 7388775.608325),-23.603038411000785,-46.62872515075829
ESC PART CHACARA KLABIN JARDIM ESCOLA,"PEDRO NICOLE, 3",JARDIM VILA MARIANA,04116-100,,55497090,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334219.891139 7389798.87146),-23.593840198662537,-46.62470424367526
ESC PART CASTELO ENCANTADO NUCLEO EDUCACIONAL,"VISCONDE DE GUARATIBA, 391",VILA FIRMIANO PINTO,04125-040,,50621462,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334754.558982 7388972.585563),-23.60135556267707,-46.619557563857896
ESC PART CHUVA DE ESTRELINHAS ESC DE RECR INF,"SAO DOMINGOS, 54",BELA VISTA,01326-000,,31073382,CENTRO,66,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332327.649752 7394352.580054),-23.55252943614422,-46.64273130924308
ESC PART PINGUIM E E I,"INHAMBU, 1266",VILA UBERABINHA,04520-014,,50519583,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329384.382307 7388553.198288),-23.604584362767195,-46.67222113705838
ESC PART ITATIAIA COLEGIO,"OTAVIO NEBIAS, 183",PARAISO,04002-010,,38851165,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331603.251711 7392097.078125),-23.572819329672583,-46.65008054459112
ESC PART QUARTO CRESCENTE E E I,"DOMINGOS AUGUSTO SETTI, 220",JARDIM VILA MARIANA,04116-070,,50832292,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333915.309889 7389807.419671),-23.59373176612157,-46.62768736149549
ESC PART TAGARELINHA E E I,"MONSENHOR PASSALAQUA, 196",BELA VISTA,01323-010,,32666336,CENTRO,7,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332405.392795 7393484.409271),-23.560376262082475,-46.64206730142961
ESC PART ESPACO COLORIDO,"CARUSO, 458",VILA ALPINA,03211-060,,29177002,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341543.6687 7388893.7267),-23.60274729884596,-46.55304581394087
ESC PART AKITA KIDS ACADEMY,"DOMINGOS DE MORAIS, 2967",VILA MARIANA,04035-001,,50711227,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333048.424878 7388829.683301),-23.602470549387764,-46.63628999449665
ESC PART FADELITO VILA MARIANA E I,"MORGADO DE MATEUS, 287",VILA MARIANA,04015-050,,50823771,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332185.096327 7390603.468489),-23.58636561241212,-46.64454904620076
ESC PART ESCOLA SAVOIA,"PAMPULHA, 45",VILA MONUMENTO,01548-070,,25972882,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,PRIVADA COMUNITARIA,POINT (335324.11235 7391355.25388),-23.579900166638865,-46.6137139342405
ESC PART PLANETA DOCE CENTRO DE REC INF,"DOUTOR ELISIO DE CASTRO, 62",VILA DOM PEDRO I,04277-010,,50682400,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (335178.29784 7389165.897304),-23.599653377667458,-46.61538443137032
ESC PART PORTAL DO CRESCER,"PEDRO DE GODOI, 403",PARQUE DA VILA PRUDENTE,03138-010,,20848990,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (338712.543494 7390603.767736),-23.58702682637341,-46.580600755975794
ESC PART BERCARIO ANJO DA GUARDA,"CORREIA SALGADO, 34",IPIRANGA,04211-020,,22726372,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (335531.988692 7389418.855645),-23.597405391658388,-46.61189112462107
ESC PART APRENDIZ NUCLEO DE EDUCACAO INFANTIL,"CARLOS LIVIERO, 1043",VILA LIVIERO,04186-100,,23315136,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (337205.702012 7383871.871938),-23.647659644297644,-46.59609945994049
GIROFLE GIROFLA CENTRO DE EDUCACAO INFANTIL,"RUA SOUTHEY, 24",VILA DOM PEDRO I,04276-080,,50611905,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (335182.822043 7389729.521308),-23.594564791384645,-46.61527776711426
ESC PART CARINHA SUJA,"IMACULADA CONCEICAO, 62",VILA BUARQUE,01226-020,,36686816,CENTRO,69,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331299.618073 7395873.245531),-23.538692582443243,-46.65262831152407
ESC PART AVIVA DESENVOLVIMENTO INFANTIL,"DAS BONINAS, 232",MIRANDOPOLIS,04049-060,,55993915,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332761.975021 7388506.043802),-23.60536309529205,-46.639132927723644
ESC PART HELENA LUBIENSKA,"BUENO DE ANDRADE, 635",ACLIMACAO,01526-000,,32762889,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333552.187536 7392918.025494),-23.56560845564609,-46.63089786430713
ESC PART RECANTO DOS ANJOS DOURADOS,"JOSE ANTONIO VALADARES, 515",VILA LIVIERO,04185-020,,23312154,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (337733.52634 7384059.311141),-23.64602039779655,-46.59090554879007
ESC PART NOSSO MUNDO,"DOUTOR NOGUEIRA MARTINS, 88",SAUDE,04143-020,,25787901,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333116.597321 7387305.69053),-23.616237791066542,-46.635792830704666
ESC PART VER CRESCER,"COLONIA DA GLORIA, 418",VILA MARIANA,04113-000,,55725526,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333968.596328 7390684.054031),-23.585822010383712,-46.62706766878378
ESC PART ABC COLORIDO,"PADRE ARLINDO VIEIRA, 335",VILA VERMELHA,04297-000,,29460017,SUL,68,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336635.634373 7386360.790963),-23.625129144327573,-46.601413492409435
ESC PART PIRILAMPO NUCLEO DE RECREACAO INF,"LACERDA FRANCO, 259",CAMBUCI,01536-000,,32776348,CENTRO,14,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334424.350242 7393002.961149),-23.564930964789024,-46.622345439214776
ESC PART PERFIL TUIM,"TUIM, 1017",VILA UBERABINHA,04514-100,,55315283,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329301.215102 7388534.802352),-23.604741677262318,-46.67303810554458
ESC PART MAPLE BEAR CANADIAN SCHOOL VILA NOVA CONCEICAO,"INAJAROBA, 88",VILA NOVA CONCEICAO,04511-040,,30442851,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330031.239256 7389395.288389),-23.597049343840002,-46.66578724612162
ESC PART CORUJA,"GOIAS, 147",HIGIENOPOLIS,01244-030,,36618107,CENTRO,26,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330412.294371 7394602.993474),-23.550069138059563,-46.66146204785431
ESC PART PLENITUDE,"PINHEIRO GUIMARAES, 921",PARQUE DA VILA PRUDENTE,03141-030,,23470720,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (339837.393731 7390223.265704),-23.59057427075629,-46.56962143807314
ESC PART VILLA COR BERCARIO E ED INFANTIL,"PAVAO, 246",INDIANOPOLIS,04516-010,,55333636,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (329337.319971 7388682.765704),-23.603409545527953,-46.6726674033065
ESC PART ARTE E MAGIA II,"PAGEU, 75",VILA MARIANA,04139-000,,50711169,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333095.303991 7388429.696569),-23.6060868912172,-46.63587549498523
ESC PART ARVOREDO E E I,"DIAMANTE, 28",ACLIMACAO,01530-060,,32091478,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333640.385349 7392235.135507),-23.571783413867376,-46.63011006659689
ESC PART FRUTO DO SABER R I,"GENARO ARILA ARENSANZ, 198",VILA IVONE,03275-090,,29119315,LESTE,72,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341388.593859 7391445.484916),-23.57969117701538,-46.554293767531114
GIROFLE GIROFLA II,"RUA SOUTHEY, 46",VILA DOM PEDRO I,04276-080,,50611905,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (335203.932146 7389711.53825),-23.59472931451376,-46.61507293146573
ESC PART PRIMEIRO PASSO ESCOLAS REUNIDAS,"AFONSO DE FREITAS, 687",PARAISO,04006-052,,38853900,SUL,90,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331787.749721 7391626.312222),-23.577089069954337,-46.648326346888005
ESC PART EVOLUCAO UNIDADE II,"ITAGUABA, 102",SANTA CECILIA,01233-050,,36666025,CENTRO,26,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330184.423473 7395633.628869),-23.540739676375733,-46.66357667440313
ESC PART ARCO IRIS,"DOS ALPES, 413",CAMBUCI,01520-030,,32070473,CENTRO,14,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334653.106231 7393442.675479),-23.56098408028581,-46.62005603840672
ESC PART CENTRO EDUCACIONAL LESSING,"LESSING, 684",CHACARA BELENZINHO,03276-000,,970216432,LESTE,72,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341786.731361 7391266.911733),-23.58134256790659,-46.55041231855272
ESC PART ESCOLA ECO BIO,"MOACI, 973",PLANALTO PAULISTA,04083-000,,29259093,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330671.870852 7387481.685443),-23.614394365125424,-46.65972829293467
ACONCHEGO BABY CARE,"RUA LIMA E SILVA, 214",IPIRANGA,04215-020,,36240019,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336300.859546 7389664.910224),-23.595261735525213,-46.60433097285376
ESC PART ESCOLA EVOLUCAO - UNIDADE III,"ENGENHEIRO EDGAR EGIDIO DE SOUSA, 388",SANTA CECILIA,01233-020,,36666025,CENTRO,26,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330116.306713 7395455.114539),-23.542344345864354,-46.664264041275416
ESC PART BERCARIO E EDUCACAO INFANTIL ACTOS,"DOM LUCAS OBES, 494",IPIRANGA,04212-020,,,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336502.635155 7390311.029429),-23.589448197737514,-46.60228320436811
ESC PART ABC E E I,"DOUTOR ALTINO ARANTES, 142",VILA CLEMENTINO,04042-001,,25779527,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332850.920582 7388831.562507),-23.602433173303833,-46.638224906206105
ESC PART COLEGIO ITATIAIA,"RODRIGO CLAUDIO, 123",ACLIMACAO,01532-020,,35696755,CENTRO,49,09,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333146.870981 7392267.510417),-23.571440311038558,-46.634940725871736
ESC PART LUMINIS B E I,"MIGUEL STEFANO, 936",SAUDE,04301-000,,50715147,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333636.009366 7386673.742488),-23.62199725708844,-46.63077378806543
ESC PART AVIVA DESENVOLVIMENTO INFANTIL,"DOS ANAPURUS, 430",INDIANOPOLIS,04087-000,,50520787,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (331109.471056 7388639.280972),-23.60398828513129,-46.65530911455825
ESC PART JARDIM ESCOLA CONHECER,"PROFESSOR APRIGIO GONZAGA, 247",SAO JUDAS,04303-000,,,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (332894.676881 7386424.309908),-23.62417285917438,-46.638066366794945
CENTRO DE EDUCACAO INFANTIL VILA DA ARTE,"RUA NOSSA SENHORA DA SAUDE, 699",JARDIM PREVIDENCIA,04159-000,,23524867,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (335417.425404 7386632.656886),-23.622550735598498,-46.61332150722118
ESC PART CAMINHANDO POR PRINCIPIOS,"AGOSTINHO GOMES, 3162",IPIRANGA,04206-002,,25922129,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336411.356714 7389303.479945),-23.598536345757974,-46.60328805250992
ESC PART FAZENDO ARTE ESCOLA,"FRANCISCO DIAS, 314",BOSQUE DA SAUDE,04148-000,,50736622,SUL,27,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (334736.325151 7387522.788745),-23.61444408905027,-46.61989709492922
ESC PART ABILITA COLEGIO UNIDADE II,"PADRE MACHADO, 590",BOSQUE DA SAUDE,04127-001,,28930072,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333591.851496 7388864.35702),-23.602213507075422,-46.63096168373884
ESC PART NOSSA ESCOLA,"COSTA AGUIAR, 1927",IPIRANGA,04204-002,,35642969,SUL,34,13,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (336174.227231 7390128.516312),-23.591062919407026,-46.605520696958
ESC PART ATELIE CARAMBOLA,"JUREIA, 575",CHACARA INGLESA,04140-110,,55721274,SUL,77,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (333721.830397 7388833.31547),-23.60250715787995,-46.62969162915653
ESC PART ESCOLA DOCE INFANCIA,"INACIO, 325",VILA PRUDENTE,03142-001,,25011743,LESTE,93,29,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (339006.941603 7390501.977539),-23.587975247381543,-46.577727525643326
ESC PART COLEGIO ITATIAIA - UNIDADE DE MOEMA,"JANDIRA, 512",INDIANOPOLIS,04080-006,,50510497,SUL,32,12,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (330584.229371 7388095.976697),-23.608838784244192,-46.66051716949663
ESC PART OS BRASILEIRINHOS E E I,"NICOLAU CAMPANELLA, 18",VILA VERDE,08230-600,,,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (352255.740281 7398216.276447),-23.519580113914113,-46.44716024511843
ESC PART E E I CAMPOS PIAGET,"JOHN SPEERS, 1469",JARDIM HELIAN,08265-040,,25246999,LESTE,57,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (351223.339779 7393014.10908),-23.566460779094804,-46.457787954727344
ESC PART PRIMEIROS PASSOS E E I,"LUZIA DA CONCEICAO MORAES, 420",VILA CARRAO,03421-010,,23062434,LESTE,20,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342413.874133 7394408.002223),-23.553041289748336,-46.543936740297745
ESC PART BABY MAGIA E E I,"DOUTOR JAIRO FRANCO, 35",PARADA XV DE NOVEMBRO,08246-010,,34361044,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (352764.877826 7397121.436174),-23.529512757600145,-46.442282198347684
ESC PART EXPRESSINHO MAGICO E I,"ASTOLFO MARQUES, 211",JARDIM SANTA TEREZINHA ZONA LESTE,03572-260,,27254674,LESTE,24,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (347418.804281 7392078.771789),-23.574552583357697,-46.49515259176698
ESC PART ESPACO CRIATIVO BABY E E I,"FRANCISCO ALARICO BERGAMO, 122",VILA TAQUARI,08230-010,,27377429,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (351666.421202 7397142.489466),-23.529222574630314,-46.45303766938137
ESC PART PEQUENOS PRODIGIOS ESCOLA,"SAO GONCALO DO PIAUI, 432",ITAQUERA,08295-400,,20792423,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (351011.390919 7395116.777406),-23.547454489535053,-46.45965444665088
ESC PART SOSSEGO DA MAMAE BERCARIO,"CORONEL JOSE LOPES DE TOLEDO, 457",VILA ANTONIETA,03475-015,,20812964,LESTE,4,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (345295.713912 7392088.820908),-23.574260327836402,-46.515950228382344
ESC PART MIYAGUI COLEGIO,"JERICINO, 550",CHACARA CALIFORNIA,03442-000,,37914674,LESTE,20,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (343086.754193 7395235.912186),-23.545630936337307,-46.53725915227881
ESC PART ANAMARIS COLEGIO,"ANTONIO NETO CALDEIRA, 427",VILA ANTONIETA,03475-040,,27845779,LESTE,4,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (345229.036897 7391996.527526),-23.57508732699986,-46.51661299392811
ESC PART AFFECTIO MATER ESCOLA,"CAMBERRA, 456",VILA FORMOSA,03357-010,,,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341358.261621 7392971.6963),-23.5659073578774,-46.554428659562085
ESC PART ALEGRIA E CIA E E I,"SOARES COIMBRA, 109",JARDIM VILA FORMOSA,03460-180,,29182582,LESTE,4,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (344364.534708 7392958.9625),-23.566314056732264,-46.52498162412811
ESC PART SANTA RITA CRECHE,"FRANCISCA DE PAULA, 469",VILA CARRAO,03436-000,,27813555,LESTE,20,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (343836.280968 7393846.886013),-23.55824563808069,-46.53006337310717
ESC PART PEQUENO APRENDIZ B E I,"DOMINGOS ANTONIO RAIOL, 17",PARQUE CRUZEIRO DO SUL VILA FORMOSA,03383-010,,22161411,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (343480.433162 7391115.051873),-23.582878499346876,-46.533835453536085
ESC PART ORIGEM E E I,"JOAO VIEIRA PRIOSTE, 532",VILA CARRAO,03429-000,,20840346,LESTE,20,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342592.11247 7394558.1394),-23.551702946813894,-46.542175136598416
ESC PART BAMBINOS ESCOLA,"MONTEMAGNO, 3080",CHACARA BELENZINHO,03379-005,,21155111,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (343209.402863 7392072.205526),-23.57420962304565,-46.53639010668141
ESC PART ESPACO FUNDAMENTOS DA INFANCIA E E I,"PADRE MIGUELINHO, 27",VILA RICA,03912-000,,20591075,LESTE,4,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (344927.389873 7391479.328609),-23.579728551260416,-46.519621814105136
ESC PART CASTELO PEQUENO MUNDO E E I,"SANTA EDITH, 480",JARDIM HELENA,08420-400,,25577235,LESTE,47,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (354323.296009 7395966.800372),-23.54007984110765,-46.42713246973934
E E I EDUCARE CASTELO,"DOUTOR RODRIGO PEREIRA BARRETO, 202",ITAQUERA,08210-540,,29440673,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (352371.817219 7396964.644966),-23.530892849963934,-46.44614705735076
ESC PART CORUJINHAS E E I,"JOAO DIAS TEIXEIRA, 328",CHACARA BELENZINHO,03377-020,,22166498,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342632.697944 7391905.625762),-23.575657793080595,-46.5420572182439
ESC PART CANTINHO DOS ANJOS EEI,"OSWALDO AROUCA, 854",VILA FORMOSA,03363-000,,27815820,LESTE,20,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (343088.723628 7393582.034313),-23.560564890160407,-46.53741359043644
ESC PART GIRASSOL JARDIM ESCOLA,"TIRANA, 34",VILA FORMOSA,03359-010,,26889394,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342292.599621 7392984.435239),-23.56588359355165,-46.5452749276142
ESC PART PERALTINHA NUCL EDUC,"NOVA JERUSALEM, 723",CHACARA SANTO ANTONIO,03410-000,,20982877,LESTE,20,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341832.845826 7394891.120745),-23.548622363213557,-46.54957655528299
ESC PART CHICA BUM CENTRO DE RECR INF S C LTDA,"MARIA LUIZA AMERICANO, 1640",CIDADE LIDER,08275-000,,27483923,LESTE,57,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (349500.165239 7392815.834454),-23.568091921993826,-46.47468815359029
ESC PART SAINT EXUPERY E E I,"PRETORIA, 1342",VILA FORMOSA,03416-000,,26741124,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342461.732762 7393278.693611),-23.5632430488918,-46.54358711362819
ESC PART HAPPY KIDS E E I,"SETE DE OUTUBRO, 119",VILA CALIFORNIA,03407-040,,22950673,LESTE,20,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (341608.094046 7395651.267504),-23.54173667510338,-46.55169727499895
ESC PART MAGIA DO SABER E E I,"ENGENHEIRO GUILHERME CRISTIANO FRENDER, 820",VILA ANTONIETA,03477-000,,35687455,LESTE,4,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (345551.145495 7392946.847333),-23.56653706280132,-46.51335912810593
ESC PART MARIE NAZIR COLEGIO,"FRANCISCO ALARICO BERGAMO, 193",VILA TAQUARI,08230-010,,20523858,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (351612.165479 7397197.068729),-23.528724766234387,-46.45356359719978
RABONI E E I,"RUA GUIRA, 224",CIDADE ANTONIO ESTEVAO DE CARVALHO,08223-100,,20262813,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (349667.267947 7396876.282132),-23.53144234884706,-46.47264263230325
ESC PART UNIVERSO MAGICO KIDS,"INACIO ALTINI, 208",CONJUNTO RESIDENCIAL JOSE BONIFACIO,08250-500,,22864960,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (352968.261893 7396632.724788),-23.53394425334413,-46.4403384302212
ESC PART EDUCANDARIO DOCERE,"CUIM, 314",CIDADE ANTONIO ESTEVAO DE CARVALHO,08223-280,,,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (349823.762577 7397223.027132),-23.528325791569344,-46.47107520530505
ESC PART OS PEQUENINOS E E I,"BOTUPORA, 243",ITAQUERA,08215-470,,,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (352430.902954 7395696.790451),-23.542346878290296,-46.445693542169636
ESC PART LAPIS MAGICO N E I,"ITALINA, 340",VILA CARMOSINA,08290-705,,20798719,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (351939.525183 7395797.174092),-23.541395619576992,-46.45049629479384
ALPHA LESTE EEI,"RUA MARIANO MORO, 620",VILA REGINA ZONA LESTE,08225-060,,22057643,LESTE,37,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (351337.723123 7396714.231043),-23.533059617698207,-46.45629927469048
ESC PART MAGIA FOLIA E CIA E E I,"ALBERTO CAMUS, 628",JARDIM VILA FORMOSA,03461-020,,23021023,LESTE,4,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (344660.500962 7392560.623111),-23.569939316726938,-46.52212387566448
ESC PART OVIDE DECROLY E E I,"LEO DE AFONSECA, 133",JARDIM NOSSA SENHORA DO CARMO,08280-560,,27470522,LESTE,57,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (349945.386808 7393024.958642),-23.56624489211283,-46.47030569741444
ESC PART DOCE MEL N R I,"ROLANDO MARIO RAMACCIOTTI, 98",FAZENDA ARICANDUVA,08275-580,,27473700,LESTE,24,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (348794.98268 7392828.177005),-23.567914773458586,-46.48159491772233
ALICERCE ESCOLA,"RUA EMBIRATAI, 392",JARDIM SANTA MARIA,03576-000,,20368550,LESTE,24,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (346338.616659 7394498.525),-23.552600841719805,-46.50548553182217
ESC PART GUAIAUNA COLEGIO,"CRISTOVAO GIRAO, 255",VILA FORMOSA,03362-030,,26743296,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (342537.391786 7392932.141765),-23.566379598783122,-46.54288255624088
NOVA KIDS CARE ESCOLA DE EDUCACAO INFANTIL,"AVENIDA ANTONIO RICARDO DA SILVA, 298",JARDIM NOSSA SENHORA DO CARMO,08270-560,,43288208,LESTE,57,27,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (350582.841399 7393225.623334),-23.564491867298457,-46.46404111845688
ESC PART PROBEN CENTRO EDUCACIONAL,"INSPETOR MARIO TEIXEIRA, 70",JARDIM ANALIA FRANCO,03335-100,,26745356,LESTE,85,26,FEDERAL,REDE_PRIVADA,SEM REDE,EP,POINT (340136.866024 7394047.231537),-23.55607579628427,-46.56627772176894
